Price,Close,High,Low,Open,Volume,Stock Name
Ticker,MOTHERSON.NS,MOTHERSON.NS,MOTHERSON.NS,MOTHERSON.NS,MOTHERSON.NS,
Date,,,,,,
2022-04-06,94.16857147216797,94.88717018894545,93.12334377145366,94.33188596413639,8995131,Motherson
2022-04-07,92.56806945800781,95.27912747629787,91.91480399688965,94.952498483768,11928285,Motherson
2022-04-08,94.2339096069336,94.65853481770557,92.30676844515418,93.41732956411904,12997909,Motherson
2022-04-11,94.2339096069336,94.85451970978606,93.48265536945948,94.82184933105664,11846623,Motherson
2022-04-12,90.93489837646484,94.23389592347273,90.64092481906086,94.23389592347273,19298907,Motherson
2022-04-13,90.93489837646484,92.40475121136853,89.53037133741579,91.58816381106934,15630823,Motherson
2022-04-18,90.86956024169922,91.52283311740216,89.04041562748105,91.45750732504341,6663018,Motherson
2022-04-19,87.50524139404297,91.98012567580778,86.29669174763545,91.32685276788986,7377525,Motherson
2022-04-20,88.87710571289062,91.0002316325106,87.0479608508333,88.15851442352145,12260580,Motherson
2022-04-21,92.50274658203125,92.76404978431076,89.33439292198165,89.497714899465,8559939,Motherson
2022-04-22,90.34695434570312,91.71881853365424,90.05298825432256,91.65349273556967,6175759,Motherson
2022-04-25,86.88463592529297,90.24896690592904,86.65599562881154,90.15097820743699,14559282,Motherson
2022-04-26,91.91480255126953,92.33942023488005,87.70122132937885,87.70122132937885,14807043,Motherson
2022-04-27,88.74644470214844,91.19619936811152,86.1660384476161,90.4449452577804,28001383,Motherson
2022-04-28,89.00775909423828,90.6735893466455,88.125845882234,90.51027485407369,11933871,Motherson
2022-04-29,89.88966369628906,92.63339199323477,88.97509507336532,90.0203227647566,15727206,Motherson
2022-05-02,86.85197448730469,89.23640357102758,86.36202351054132,89.1710777709336,13708807,Motherson
2022-05-04,85.21879577636719,88.1258383520952,84.69618196873523,87.50523585729304,12573763,Motherson
2022-05-05,84.85951232910156,87.47258185630632,84.5982091144106,85.61077402345613,7214973,Motherson
2022-05-06,80.84190368652344,82.86703320630741,80.41727854914004,82.31175648082387,14264017,Motherson
2022-05-09,77.31426239013672,79.8293429687025,76.66098946444238,79.69869137398696,24421854,Motherson
2022-05-10,79.5027084350586,80.2866329744911,77.54290456253581,77.73888943542318,13281411,Motherson
2022-05-11,75.97505187988281,80.35194705528166,75.5830896673285,79.56802263017303,16074454,Motherson
2022-05-12,74.99516296386719,75.64842844625765,73.49264712112804,75.58310264562448,20829399,Motherson
2022-05-13,76.59567260742188,79.01276477207685,76.07305869150127,76.23638068001713,11182158,Motherson
2022-05-16,78.84944152832031,79.3720553863699,75.77908417777176,77.60822894291611,8237536,Motherson
2022-05-17,82.67105865478516,82.89969894178898,79.14340584683221,79.86200455810342,10305340,Motherson
2022-05-18,82.76905059814453,84.01025572843116,81.65849706555997,83.22633866616026,11625822,Motherson
2022-05-19,78.65345764160156,80.87457217310352,78.3921544473416,79.73135574609925,10121892,Motherson
2022-05-20,81.23387145996094,81.75648532401623,79.8620072632939,80.67859469665585,7331284,Motherson
2022-05-23,82.44241333007812,83.7162888235221,81.33185980823981,81.65849627539278,10317522,Motherson
2022-05-24,81.39717864990234,83.55295971111764,79.95998878373958,83.16100495530232,7353493,Motherson
2022-05-25,78.32682800292969,82.18110989495113,78.13084313279228,81.98512502481373,7040350,Motherson
2022-05-26,80.09065246582031,81.00522865297488,76.10571870468891,78.58813658008322,10818598,Motherson
2022-05-27,80.41728973388672,82.63840442080003,76.5956704419685,76.75899242586704,24438927,Motherson
2022-05-30,82.44241333007812,82.96502719188781,81.03788624019631,81.91979946826842,7044735,Motherson
2022-05-31,85.38211822509766,87.21127046058312,81.88713572404686,82.31176088414587,32567086,Motherson
2022-06-01,84.79418182373047,86.16604605296747,83.1936772943166,86.16604605296747,11476347,Motherson
2022-06-02,84.1082534790039,84.82684475589059,83.42231762609624,84.50020827945559,6525432,Motherson
2022-06-03,83.4549789428711,85.61076768474993,83.22633864694525,84.92483184485548,14144230,Motherson
2022-06-06,81.56050872802734,84.04292670318407,80.18865186822275,82.99769886901905,11202955,Motherson
2022-06-07,79.73135375976562,81.00522175216422,79.30672860361335,80.5152707990744,8249380,Motherson
2022-06-08,81.00521850585938,81.7564800926506,79.76401346167117,80.54793046956426,10986051,Motherson
2022-06-09,81.26654052734375,81.46251793771727,80.02532783346784,80.35196432681602,4352728,Motherson
2022-06-10,80.15597534179688,81.39718038038188,79.7640131015908,80.35195272387097,2958255,Motherson
2022-06-13,78.8167724609375,80.18863653447207,77.73888193032381,79.30672338176716,7699738,Motherson
2022-06-14,78.5228042602539,79.82934263004154,77.77155011776826,78.06551620463115,5071804,Motherson
2022-06-15,78.94743347167969,79.95999833054641,78.52280829279063,79.04542217233286,2836659,Motherson
2022-06-16,76.6609878540039,80.54793252360373,76.4323475680548,80.15597774769098,5667888,Motherson
2022-06-17,75.90973663330078,77.18360465595359,74.99516050233761,76.62832789273847,6443824,Motherson
2022-06-20,73.78662109375,76.95496729771706,73.16601103230597,75.90973952989167,7724170,Motherson
2022-06-21,77.5755615234375,78.5228004877143,74.34188986695425,74.47254145483853,7387419,Motherson
2022-06-22,75.51776885986328,77.41224678214112,74.66851858931297,77.08561033745457,6793815,Motherson
2022-06-23,78.03285217285156,78.26149993537152,75.71374902987684,75.71374902987684,7338285,Motherson
2022-06-24,79.8946762084961,80.3519643086566,77.83688349580326,78.98010000817506,8068534,Motherson
2022-06-27,80.90723419189453,81.85447321289526,80.31929453514955,81.00522288867565,6657262,Motherson
2022-06-28,81.2991943359375,81.62583079275211,79.40471634331739,80.48260693193002,8470113,Motherson
2022-06-29,79.7640151977539,80.9072315753451,78.42481395688033,79.7313522998832,7911321,Motherson
2022-06-30,77.18360900878906,80.58060305420362,76.59566931317207,79.73136014989412,12136831,Motherson
2022-07-01,76.88964080810547,77.08561820929553,75.5504394717975,76.49767852966671,8491416,Motherson
2022-07-04,76.6609878540039,77.67355264389477,75.81174503013482,76.95496141199659,4411819,Motherson
2022-07-05,75.15847778320312,77.37959239441496,74.53787519850547,76.82431561062668,8398207,Motherson
2022-07-06,76.23637390136719,76.43235129888966,74.2438996462629,75.06048708805686,8487282,Motherson
2022-07-07,78.22883605957031,78.88210148878312,75.87707004792293,76.59566127245121,11025391,Motherson
2022-07-08,77.7388916015625,79.04542256894426,76.82431543876005,78.71879356512817,6291349,Motherson
2022-07-11,79.47003936767578,79.7640129161614,76.85697023247315,77.2162695748316,5401722,Motherson
2022-07-12,77.4122543334961,79.04542176412416,77.15094365704513,79.04542176412416,4844733,Motherson
2022-07-13,77.15093994140625,78.22883801928828,76.85697385512243,77.90220155847025,5162205,Motherson
2022-07-14,77.9021987915039,78.19617234340447,76.75898243333344,77.3469220610766,5517949,Motherson
2022-07-15,78.1308364868164,78.35948423651773,77.41224529359312,78.00018490187722,3188952,Motherson
2022-07-18,82.37709045410156,82.96503013498672,78.49014551372373,78.71879329165937,7705911,Motherson
2022-07-19,81.85447692871094,83.16101537327822,81.65849952625226,82.63840149066304,5566327,Motherson
2022-07-20,82.67105865478516,84.20623729569962,82.27909640100614,82.50773668800997,7240179,Motherson
2022-07-21,87.83187103271484,89.82433771713215,83.06301315890438,83.06301315890438,34327800,Motherson
2022-07-22,86.36201477050781,88.97509136616887,85.80673804984575,88.32181847922467,12181206,Motherson
2022-07-25,85.3167953491211,88.22383829575918,84.2715676004964,86.23137149818236,8537913,Motherson
2022-07-26,84.89216613769531,85.97005673495511,84.27156359322123,85.25146549546798,5146233,Motherson
2022-07-27,84.50020599365234,85.31679342462117,83.716288937896,84.89216825955971,4415596,Motherson
2022-07-28,83.87959289550781,85.48009718115466,83.48763067884435,85.31678270590216,4472514,Motherson
2022-07-29,83.1610107421875,84.92482969426773,82.86703717881166,84.53286743511936,7589400,Motherson
2022-08-01,85.41477966308594,86.88463251087934,83.2916613749593,83.61829783315501,12753925,Motherson
2022-08-02,87.08061981201172,88.2564991327145,83.71628886948196,85.54544112484928,12731188,Motherson
2022-08-03,85.28413391113281,87.53791142252834,83.78161806222202,87.17861204151134,11397420,Motherson
2022-08-04,84.9574966430664,87.57057351125742,83.25900340719501,85.5454437978475,13072701,Motherson
2022-08-05,85.21879577636719,86.52533403347591,84.17356816110326,85.41477315070757,9932082,Motherson
2022-08-08,83.97758483886719,85.90472562584674,83.71628166832501,85.41477470502241,6923296,Motherson
2022-08-10,79.56803894042969,84.92483700724902,79.14341374612549,84.92483700724902,28280671,Motherson
2022-08-11,80.93988800048828,81.13587284809785,79.3720465998993,80.31928551451593,23690038,Motherson
2022-08-12,80.61154174804688,81.49809848904248,80.38168813705869,81.30108755004025,7477929,Motherson
2022-08-16,84.42047882080078,84.7816730847892,80.87422904528444,81.43243426300138,22373983,Motherson
2022-08-17,86.81747436523438,87.17866859329082,83.82943010468878,84.88017011768444,19336491,Motherson
2022-08-18,86.32494354248047,87.34284844728488,85.60256256814556,86.62046747294997,9202509,Motherson
2022-08-19,84.15779876708984,86.75181393948651,83.73093417901435,86.75181393948651,8103376,Motherson
2022-08-22,82.48316955566406,84.2234629404119,82.25332345642566,84.05928715524162,8651601,Motherson
2022-08-23,81.49810028076172,83.50107493326168,80.34885474701163,81.76078905402542,9768391,Motherson
2022-08-24,82.05632019042969,83.00854734898205,81.56378527335745,81.69512591378034,6618106,Motherson
2022-08-25,82.02346801757812,84.15779075475506,81.76078676714745,82.54884554941056,13897528,Motherson
2022-08-26,81.99063873291016,83.36973794288993,81.76079262232322,82.87720304757472,7003018,Motherson
2022-08-29,79.52796173095703,80.44736117508174,79.00259169366947,80.11900959895566,12713263,Motherson
2022-08-30,80.71005249023438,81.95780354973365,79.98766396906231,80.11901211913019,47251782,Motherson
2022-09-01,82.51599884033203,82.81152274809288,80.15183764018593,80.51302434185621,16309863,Motherson
2022-09-02,82.5488510131836,83.46824296602955,82.35183254683473,82.97570807338641,7176246,Motherson
2022-09-05,82.3189926147461,83.23839202976286,82.22048714502694,83.10705140347063,5149462,Motherson
2022-09-06,80.87422180175781,82.74585575648979,80.44735725809214,82.45033183687957,8947404,Motherson
2022-09-07,80.74288940429688,80.97273551981208,79.98766570806018,80.87423004173414,8389792,Motherson
2022-09-08,80.87422180175781,81.72795088908914,80.61154055364692,81.69511573307528,6159577,Motherson
2022-09-09,81.23541259765625,82.68018194761804,80.97272384516995,81.76078258714371,9310272,Motherson
2022-09-12,82.25332641601562,82.4831725235242,81.46526758787138,81.5966157362194,8803726,Motherson
2022-09-13,84.32196807861328,85.17569718909967,82.22048797478739,82.64735253003059,12889647,Motherson
2022-09-14,84.19062805175781,84.71599808146318,82.08914793293631,82.97570469116769,10710979,Motherson
2022-09-15,84.68316650390625,85.24137171434585,83.56675608302706,84.68316650390625,13655869,Motherson
2022-09-16,81.56377410888672,85.14285867890925,81.00556143252493,85.14285867890925,12512719,Motherson
2022-09-19,80.6443862915039,82.08915589214728,80.34886233311619,82.08915589214728,6177630,Motherson
2022-09-20,81.66228485107422,82.81153040267913,81.3010906005322,81.43243123146172,5445817,Motherson
2022-09-21,80.54586791992188,82.31899652094779,80.31602181300381,82.1219855721609,6775929,Motherson
2022-09-22,79.92198944091797,80.8413888655223,78.70707360407447,80.34885399630467,9169215,Motherson
2022-09-23,77.55782318115234,80.54586765414302,77.26230675894712,80.18468091589219,7132273,Motherson
2022-09-26,74.07723999023438,79.10110157817847,73.61754028620999,79.10110157817847,15965950,Motherson
2022-09-27,73.3548583984375,75.32499782271874,72.3041183742189,74.86529812268742,15091212,Motherson
2022-09-28,70.1697998046875,72.50113359877773,69.808613066895,72.50113359877773,36520551,Motherson
2022-09-29,69.4802474975586,71.54889231956138,67.47727298539905,71.25337592526682,47124765,Motherson
2022-09-30,71.58172607421875,73.22351385012425,68.2981655533779,69.8086051966811,30333444,Motherson
2022-10-03,71.86083221435547,73.78172265483346,71.51605931954724,73.78172265483346,17443775,Motherson
2022-10-04,71.22055053710938,73.68322507137339,71.02353206507651,73.68322507137339,8823252,Motherson
2022-10-06,75.0130615234375,77.18021192557876,72.0085958375054,72.55038719578351,21901764,Motherson
2022-10-07,75.55484771728516,75.85037165199375,74.22500504206815,75.70260968463946,6559221,Motherson
2022-10-10,74.56977844238281,75.11156982105693,73.28919225308584,74.61903493698442,4547855,Motherson
2022-10-11,72.05785369873047,75.21007389179832,71.81158626128811,74.86530098247617,7024636,Motherson
2022-10-12,72.4518814086914,72.69814884037903,71.41755518940919,72.30411944658172,4669263,Motherson
2022-10-13,70.28472137451172,72.8951575745347,70.03845395027342,72.40262272605811,7032725,Motherson
2022-10-14,68.36383819580078,71.61456367333844,68.16681974791389,71.61456367333844,9173142,Motherson
2022-10-17,68.16681671142578,68.61010256281114,67.57577642506365,68.41308412370043,4650175,Motherson
2022-10-18,62.94595718383789,64.86684014912166,62.35491309181436,64.5220672470817,105159669,Motherson
2022-10-19,62.55192565917969,63.832519269420025,62.30565823532465,63.53699535459984,20643720,Motherson
2022-10-20,62.55192565917969,63.53699535459984,61.02506838282699,62.55192565917969,16207220,Motherson
2022-10-21,61.172828674316406,62.89670070024996,60.97581773468967,62.84744796534327,17745584,Motherson
2022-10-24,61.86238098144531,62.256410393669846,61.271340620851475,61.96089021337293,2362128,Motherson
2022-10-25,61.172828674316406,62.108645668514605,60.8773085071335,62.059392933607924,26134447,Motherson
2022-10-27,62.79819869995117,63.04446614583333,61.320594024658206,61.517608732912535,17732344,Motherson
2022-10-28,63.19222640991211,63.43849384914366,62.30566212558138,63.04446444327602,9996015,Motherson
2022-10-31,63.5369987487793,64.52206849682238,62.84744917360056,64.52206849682238,12983527,Motherson
2022-11-01,64.17729187011719,65.70414538183722,63.53699506788639,63.88176795663057,12470523,Motherson
2022-11-02,63.684757232666016,64.6205704359551,63.4384898091178,64.32505403698845,5024386,Motherson
2022-11-03,63.58625411987305,63.98027599974593,63.142968231787634,63.38923566445099,5907798,Motherson
2022-11-04,64.07878875732422,64.27579969656004,63.487740908645534,63.68475936336696,10365748,Motherson
2022-11-07,65.556396484375,66.590715238075,64.42356474085847,64.7190811638502,17066971,Motherson
2022-11-09,67.28026580810547,68.01906810827288,65.85191018515711,65.95041565541564,14802160,Motherson
2022-11-10,69.39816284179688,70.67875655916782,66.68922095276953,67.47727978122643,33577029,Motherson
2022-11-11,69.98921203613281,73.4369563233219,68.36384536907502,73.14143237822552,42473474,Motherson
2022-11-14,71.81159210205078,72.45188899457631,69.74294696237985,70.33398735721634,23708274,Motherson
2022-11-15,72.8951644897461,73.09217544163207,71.31905432820015,72.15636214694462,9249463,Motherson
2022-11-16,71.07278442382812,72.99366744251842,70.38323108509088,72.89516196998048,11535745,Motherson
2022-11-17,72.20561218261719,72.4518796081848,70.33397824520627,70.72800762921153,10386117,Motherson
2022-11-18,71.12203216552734,72.69814976066873,70.48174284742255,72.4026258327083,8645314,Motherson
2022-11-21,70.43248748779297,71.51606271527723,69.8414471378457,71.02352783774022,6324086,Motherson
2022-11-22,70.38322448730469,71.02352127200807,69.93994614469433,70.9250158087041,4942824,Motherson
2022-11-23,70.38322448730469,71.02352127200807,70.18621356069677,70.72800488209619,3389898,Motherson
2022-11-24,70.58024597167969,71.02352433339706,69.69368173275952,70.43248401261208,8046460,Motherson
2022-11-25,72.30412292480469,72.69815233755696,70.58025082006371,70.87576724301346,6579002,Motherson
2022-11-28,72.00859832763672,72.99366809276304,71.76233088635514,72.59963868361534,5777705,Motherson
2022-11-29,72.20561218261719,73.33843632783987,71.81158279861192,72.00859373287186,9387783,Motherson
2022-11-30,73.63396453857422,73.97873745137673,71.91009245907583,72.20561639318417,11250272,Motherson
2022-12-01,72.8951644897461,74.12650172774856,72.55039156620262,73.88023428014807,9782144,Motherson
2022-12-02,72.8951644897461,73.73247230849056,71.91009469934413,72.8951644897461,12606481,Motherson
2022-12-05,74.3235092163086,75.16082451152192,72.59963716343411,73.09217203568396,17391816,Motherson
2022-12-06,72.4518814086914,74.47126983923853,72.10710099194027,74.32350787712883,14300075,Motherson
2022-12-07,71.91009521484375,73.14143246167326,71.76233324212699,72.89516501230736,15597640,Motherson
2022-12-08,72.5503921508789,73.23993800352284,71.56532235253835,72.15636272844546,13421532,Motherson
2022-12-09,72.00859832763672,73.33844100746008,71.07278505696107,72.94441911379825,15136209,Motherson
2022-12-12,71.663818359375,72.50112607422255,70.48173776376494,72.0085912401375,11645949,Motherson
2022-12-13,70.92501831054688,72.25486090077256,70.8265128437682,72.00859347608316,9536285,Motherson
2022-12-14,71.1712875366211,71.91008982938878,70.77725814404788,70.97427659807727,22127453,Motherson
2022-12-15,70.48174285888672,71.86083448163122,70.18621893087821,71.5653180691084,9060878,Motherson
2022-12-16,69.49667358398438,70.62949777945488,69.00413871100216,70.33398136495698,12589177,Motherson
2022-12-19,69.49667358398438,69.74294102047548,68.46234734452743,69.59517905548367,15771290,Motherson
2022-12-20,68.46234893798828,69.59518067531117,67.62504113752733,69.4474187068802,14804500,Motherson
2022-12-21,69.15189361572266,70.48174379391737,68.65935873949817,69.10264463739168,25241342,Motherson
2022-12-22,67.96981811523438,70.13696873010528,67.5757886810343,69.54592833654833,26903798,Motherson
2022-12-23,65.90116882324219,67.477278945141,65.11311000454984,67.28026799821086,25284532,Motherson
2022-12-26,70.6294937133789,70.87576113569263,65.31012340379094,65.90116371424679,16444479,Motherson
2022-12-27,72.35337829589844,72.50114027816954,70.62950603887103,70.77726802114213,19155264,Motherson
2022-12-28,73.23993682861328,73.73247171988234,71.31905375885832,72.30412354139645,17632917,Motherson
2022-12-29,73.33843231201172,73.73246167444091,71.5160549656973,72.40261915229173,12008802,Motherson
2022-12-30,73.04293060302734,73.92949496775562,72.84591212448412,73.78173298771982,10695284,Motherson
2023-01-02,74.56977844238281,74.963807852738,73.04292481104959,73.19068677936852,10896070,Motherson
2023-01-03,74.91455841064453,75.21007482997017,74.12649959480443,74.56977798153582,7239821,Motherson
2023-01-04,73.68321228027344,75.11156025599678,72.94441004824724,75.06230376766771,5807168,Motherson
2023-01-05,74.37277221679688,74.52053419449706,72.8951674707678,73.830980803725,4882904,Motherson
2023-01-06,74.1757583618164,74.76679873406279,73.19068856957708,74.32351281826344,5384253,Motherson
2023-01-09,75.80111694335938,76.09664088502963,74.6682927030908,74.76679817848554,10223954,Motherson
2023-01-10,77.5742416381836,78.26378744655096,75.65335866095616,75.99813156513984,24457060,Motherson
2023-01-11,76.04737854003906,78.06677444998685,75.40708924148116,77.82050702269981,9319238,Motherson
2023-01-12,76.98320007324219,77.13096203424745,75.55484447083877,76.34290325254311,12356244,Motherson
2023-01-13,76.09664154052734,76.78618738971633,72.59964076774557,76.78618738971633,27735387,Motherson
2023-01-16,74.4220199584961,76.44140836452205,74.27425799818066,76.14589195937668,7934425,Motherson
2023-01-17,73.09217834472656,76.04738783330828,72.15636501287022,72.59964342996294,37422448,Motherson
2023-01-18,73.28919219970703,73.53545964156392,72.69815184234768,73.19068672606146,6757023,Motherson
2023-01-19,73.19068908691406,73.43695653671459,72.25486826838033,72.94442163711352,7877208,Motherson
2023-01-20,71.91009521484375,73.1906889577409,71.36830382004432,72.94442150837499,22276297,Motherson
2023-01-23,72.20561218261719,72.55038507531475,71.3190479474767,72.00859373287186,8051050,Motherson
2023-01-24,72.69815826416016,73.14143669246532,72.10711033910452,72.25487232036843,6719774,Motherson
2023-01-25,71.56532287597656,72.79666013290841,70.82652052181746,72.6981546554511,7170245,Motherson
2023-01-27,70.53099060058594,72.20561363747868,69.25040447112325,71.51606032270442,12933536,Motherson
2023-01-30,72.00859832763672,72.30412226336897,69.49667493585613,70.53099367994724,12691401,Motherson
2023-01-31,74.37277221679688,75.55485300742559,72.25487057772459,72.40263255542477,15933228,Motherson
2023-02-01,72.99366760253906,75.11156908643405,71.51606296477316,74.7667961740525,8969452,Motherson
2023-02-02,73.83097839355469,74.27426431218443,71.61457134686442,72.69815413763524,14166738,Motherson
2023-02-03,74.76679229736328,75.85036747244396,73.48619867150447,74.17575197599976,14447927,Motherson
2023-02-06,77.42648315429688,77.82051256913654,74.17575739171315,74.76679775622964,14736020,Motherson
2023-02-07,78.90409088134766,79.39662579011447,77.22947519773497,77.42648615504719,26099433,Motherson
2023-02-08,79.54438018798828,80.23392598837724,77.82050817153034,78.90408336449251,27927610,Motherson
2023-02-09,78.11603546142578,80.72646432931909,77.22947116879887,80.72646432931909,25243262,Motherson
2023-02-10,79.00259399414062,79.93841480206466,77.91901873040032,78.26379165311505,13721987,Motherson
2023-02-13,78.3623046875,79.59364192322134,77.91901877334868,79.24886148483051,8494353,Motherson
2023-02-14,78.80558013916016,79.79064989089966,77.57424294948578,78.70707466708336,8903629,Motherson
2023-02-15,78.90409088134766,79.74139872315399,78.41155597258083,79.10110935414615,5549411,Motherson
2023-02-16,78.9533462524414,79.59364312780407,78.75632778245266,79.19961370331272,7403591,Motherson
2023-02-17,78.51005554199219,79.3473708362623,77.86976622117723,79.10110340041479,5039699,Motherson
2023-02-20,80.7264633178711,82.99212675780977,80.0861739902885,80.77571981175551,30986719,Motherson
2023-02-21,80.9234848022461,81.26825772586467,80.08617698331925,81.21900123013941,8302329,Motherson
2023-02-22,80.8249740600586,81.2189959382435,80.0861717652335,80.28318270432597,12944556,Motherson
2023-02-23,81.12049102783203,81.46526393136303,79.83990488393327,80.87422359452624,9685134,Motherson
2023-02-24,81.218994140625,81.76078548436617,80.43094288621151,81.26825063205071,5672880,Motherson
2023-02-27,77.27871704101562,81.46526337881858,76.53991474610922,81.46526337881858,10272737,Motherson
